a_probe_test_mean,a_probe_test_std,b_probe_test_mean,b_probe_test_std,cell_id_probe_test_mean,cell_id_probe_test_std,cross_cell_s_transfer_mean,cross_cell_s_transfer_min,cross_cell_s_transfer_std,heldout_accuracy,heldout_loss,layer,mode_a_probe_test_mean,mode_a_probe_test_std,mode_b_probe_test_mean,mode_b_probe_test_std,offdiag_cell_s_transfer_mean,output_mode_probe_test_mean,output_mode_probe_test_std,s_permutation_control_mean,s_probe_test_mean,s_probe_test_std,same_cell_s_transfer_mean,step,train_eval_accuracy,train_eval_loss,wrap_probe_test_mean,wrap_probe_test_std
0.36730011701583865,0.01210244331950531,0.2934885501861572,0.004812602357253024,0.42015636563301084,0.005925904409979236,0.01687348491300807,0.0,0.01666127642542209,0.341064453125,2.7325597926974297,1,0.8253495454788208,0.009381679317902259,0.8629914879798889,0.002678279152175354,0.0166537167689832,0.4666894912719727,0.0023394706808852173,0.010180905275046826,0.02056725472211838,0.002586779355855049,0.02258745665765471,10000,0.45751953125,1.6688916459679604,0.7790675044059754,0.004959262702645378
0.34657307863235476,0.0113642172669726,0.268036288022995,0.005435953648640529,0.4699195325374603,0.004467878230361786,0.04655933691446116,0.0,0.07562858532653415,0.341064453125,2.7325597926974297,2,0.7983564496040344,0.0033820720594017056,0.8203047394752503,0.0024333532427022607,0.04500151459065311,0.5251384139060974,0.01765089244679995,0.011173885874450206,0.07101523578166961,0.0037393330574173014,0.0870627173334705,10000,0.45751953125,1.6688916459679604,0.7514580845832824,0.00591718503469158
0.24985447227954866,0.0037102671414354304,0.20842321515083312,0.0035830973948622357,0.5614107251167297,0.0026933652865552818,0.13483358395959166,0.0,0.2547347228583987,0.341064453125,2.7325597926974297,3,0.7630428552627564,0.00296078761261988,0.770347535610199,0.006929496477633911,0.1285115388182902,0.7088398098945617,0.0007405536566067667,0.008548764418810606,0.3084289193153381,0.004317680566755459,0.2992067576334294,10000,0.45751953125,1.6688916459679604,0.7271814107894897,0.005543346101293366
0.24939793348312378,0.00472629561477513,0.2063231199979782,0.004370460641751183,0.5247617244720459,0.003540154570788162,0.13752042284785976,0.0,0.2600938970943541,0.341064453125,2.7325597926974297,-1,0.7256633996963501,0.003241013856210424,0.7294184803962708,0.00309359653474218,0.13113007510811928,0.6273126721382141,0.002397823368055043,0.010237972997128964,0.30866860747337344,0.0027490815657245974,0.3036694640811119,10000,0.45751953125,1.6688916459679604,0.7180962085723877,0.0037011325997053424
0.18286823034286498,0.015428455347052955,0.28454031944274905,0.008500853299119773,0.35227985978126525,0.0020189427889918303,0.02152853090014559,0.0030816642101854086,0.011022317206539392,0.8863525390625,0.28086934401653707,0,0.9009530305862427,0.003937192965173423,0.9042515516281128,0.0018661768960345577,0.021152419598767815,0.37493579387664794,0.0010278587617586219,0.009370541386306285,0.04407921060919762,0.005574988711070745,0.03130742473596776,11000,0.9853515625,0.03993761137826368,0.9019574284553528,0.006699960961740062
0.2944016456604004,0.01626540796928185,0.22491582334041596,0.004802987210434683,0.33384694457054137,0.0029430595185788782,0.04771971651308228,0.006163328420370817,0.01640971686849943,0.8863525390625,0.28086934401653707,1,0.7841807842254639,0.007683904425150335,0.8190949082374572,0.0031543540808857086,0.047706969731760626,0.3831079125404358,0.0014839380071421412,0.011116817966103554,0.05427152886986732,0.005943610732675041,0.04805113282744531,11000,0.9853515625,0.03993761137826368,0.9448153853416443,0.0027050421850882372
0.22819151878356933,0.015736357709545814,0.18769617080688478,0.008515016159941786,0.3352165699005127,0.003927990178740296,0.26798176359901377,0.18335901200771332,0.029972325515074828,0.8863525390625,0.28086934401653707,2,0.7220909595489502,0.00848846844901804,0.7288249731063843,0.0055897841626452605,0.2688273433776323,0.4089596450328827,0.0019531522587848053,0.010397763084620237,0.15297608971595764,0.011498376449115687,0.24599668935493188,11000,0.9853515625,0.03993761137826368,0.926839017868042,0.005109014670364088
0.06223820224404335,0.005134026977008139,0.041431262344121936,0.0017429537778456247,0.44922672510147094,0.0038289788555127607,0.7918473284022144,0.4838212728500366,0.058584323927809275,0.8863525390625,0.28086934401653707,3,0.6428008913993836,0.0022346773420641747,0.646864116191864,0.0021337557242666364,0.7908362193240059,0.6576956033706665,0.0011825030053168775,0.01096844132989645,0.8450835943222046,0.0039525461016239405,0.8181361644356339,11000,0.9853515625,0.03993761137826368,0.8538948893547058,0.007659115256346132
0.0587114080786705,0.004517438274144229,0.03888603523373604,0.0018599578006791462,0.43845232129096984,0.002880200841366505,0.8006137958279362,0.5285053849220276,0.05608579158933236,0.8863525390625,0.28086934401653707,-1,0.6396393299102783,0.003958154637461458,0.6404040455818176,0.002201778976417083,0.7997642651752189,0.6579124689102173,0.0013646804187130534,0.010762997157871722,0.8454260110855103,0.0050479312753637755,0.8227015927985862,11000,0.9853515625,0.03993761137826368,0.845654284954071,0.0062071115811166725
0.18484277725219728,0.012641787219246034,0.25673685371875765,0.00962776098182282,0.35369513630867006,0.0009913436501512592,0.024681635530102126,0.0,0.011474010264763235,0.9578857421875,0.10790080053266138,0,0.899412202835083,0.0033112244517906958,0.9091822266578674,0.004027163816310737,0.02428720073586733,0.3712606310844421,0.0015238711188724449,0.007647092361003161,0.04724076837301254,0.007447335198112742,0.03493694018020674,12000,0.9959716796875,0.009921698198013473,0.9035210847854614,0.005011266064378471
0.24487816095352172,0.014154894016689805,0.2082976669073105,0.005788713934848851,0.3353421211242676,0.0017993629308162668,0.05948626277010137,0.009244992397725582,0.017983453666924252,0.9578857421875,0.10790080053266138,1,0.7711921334266663,0.00755432873254973,0.8349711775779725,0.0038386595664172377,0.059396222392972715,0.3804028987884521,0.002115492554653587,0.009724362287670374,0.06535410732030869,0.006677319940177641,0.061827312575446235,12000,0.9959716796875,0.009921698198013473,0.9591622471809387,0.004086893763744158
0.19381384551525116,0.012032872490773564,0.16609027981758118,0.006691857449372727,0.3288592159748077,0.00322048423548779,0.34223718621930305,0.28505393862724304,0.019411633539609667,0.9578857421875,0.10790080053266138,2,0.703909158706665,0.0057383838769091275,0.758899736404419,0.006179734098735578,0.3427416270020341,0.40458824634552004,0.0024443671723069094,0.012920161802321672,0.17403412461280823,0.008590833650928381,0.32912172586829574,12000,0.9959716796875,0.009921698198013473,0.9443930864334107,0.0036805210784107405
0.023511955887079238,0.0046193252840574265,0.020099297910928727,0.0014434441179549712,0.4437710464000702,0.003236188191761404,0.8974634388510255,0.6795069575309753,0.04344649862331853,0.9578857421875,0.10790080053266138,3,0.6122239351272583,0.006291341189902105,0.6620327591896057,0.005410484897804487,0.8963077091423535,0.6569651365280151,0.002113212428574792,0.007955258805304765,0.9459795594215393,0.00212537001721399,0.9275124112764994,12000,0.9959716796875,0.009921698198013473,0.8426068663597107,0.007953146814977857
0.022541801631450652,0.004919367824675826,0.017188837006688117,0.0018482935931789853,0.4258289098739624,0.0029178120604725507,0.9067447856293457,0.7057010531425476,0.03598365373375077,0.9578857421875,0.10790080053266138,-1,0.6042914986610413,0.002883593361100991,0.6591907739639282,0.0057546229313442,0.9058635018659793,0.6530274510383606,0.0020940104874860744,0.010705929342657327,0.9461051106452942,0.0026822137974060654,0.9296581634768734,12000,0.9959716796875,0.009921698198013473,0.8248701691627502,0.008013047949584783
0.17237915694713593,0.01501466625696505,0.2432003676891327,0.011499849946695812,0.3422016739845276,0.0008976957448174853,0.027253070827036974,0.004622496198862791,0.012718156330628583,0.9849853515625,0.036757365640369244,0,0.8685613155364991,0.004816647580140244,0.8774753212928772,0.0033083666416704226,0.026827598272151504,0.3694344639778137,0.0014587959466885177,0.009085202403366566,0.049751754850149155,0.006000695925232536,0.038315357254059226,13000,0.9979248046875,0.0071112511614046525,0.9088398098945618,0.005294176599732635
0.20036523640155793,0.014117946144357515,0.2167208820581436,0.007383760685125354,0.3293956458568573,0.0010785718670276606,0.06881072796850538,0.013867488130927086,0.018570902178084176,0.9849853515625,0.036757365640369244,1,0.7654853582382202,0.0026680997739533694,0.8097928404808045,0.0023354610563539988,0.06875798492413811,0.3831763982772827,0.0020332901841327786,0.009381954930722714,0.07031900733709336,0.005531334064326256,0.07018204712205463,13000,0.9979248046875,0.0071112511614046525,0.9629629611968994,0.0029317455036936358
0.16579352617263793,0.009951454636361611,0.17418250441551208,0.006158398100222675,0.31938594579696655,0.0041433932860203415,0.36060627146185836,0.30816641449928284,0.01744959101290281,0.9849853515625,0.036757365640369244,2,0.7118872284889222,0.0047988036588592015,0.7368715405464172,0.002162981772913577,0.3610595301090822,0.3974661886692047,0.003123527774447213,0.009575985930860042,0.1875021427869797,0.007043256582152402,0.3488215466340383,13000,0.9979248046875,0.0071112511614046525,0.9594818353652954,0.0036766997957121766
0.017474176920950414,0.004444469018258211,0.025258231908082962,0.0018320824629137421,0.4515779256820679,0.001086983984534681,0.9209551036603166,0.7365177273750305,0.04266261982250806,0.9849853515625,0.036757365640369244,3,0.6332249045372009,0.0028237967370364644,0.639844787120819,0.003514765922564804,0.9196844578468562,0.6592592597007751,0.001218317596645698,0.00890258513391018,0.9693431377410888,0.0007373904399217714,0.953991894810288,13000,0.9979248046875,0.0071112511614046525,0.8866289973258972,0.01037509429457899
0.01720025110989809,0.004478223084463742,0.022439080104231835,0.0027331625940182334,0.4284882664680481,0.0028771776242449082,0.932000903386638,0.7442218661308289,0.0368914964064452,0.9849853515625,0.036757365640369244,-1,0.6272898554801941,0.004988258203123542,0.6363065719604493,0.0017162117741521487,0.9310159381128784,0.6544313311576844,0.002043518362366362,0.00809222161769867,0.9709410548210144,0.0007902503322014586,0.9576100005043877,13000,0.9979248046875,0.0071112511614046525,0.8801118612289429,0.014067863507366619
0.018946527130901815,0.003294550018923784,0.02130913659930229,0.004332288402872109,0.4322433412075043,0.004630643431805339,0.946580260836702,0.801232635974884,0.025862011329198548,0.97314453125,0.0702738862746628,-1,0.5989385366439819,0.004133442779150855,0.6425497889518738,0.0055643558275154815,0.9458948450210767,0.6562232613563538,0.0015427323920791406,0.010283627174794674,0.9743993639945984,0.0020045741250816576,0.9644010720429597,14000,0.9952392578125,0.010574130265013082,0.9109399080276489,0.005367851150792802
0.01704046130180359,0.0029405397935755623,0.02088683471083641,0.001914283622058818,0.40065057277679444,0.0036729053791633476,0.9500318106309867,0.716486930847168,0.03727116380241969,0.978515625,0.0595324009682372,-1,0.5804029107093811,0.0049341183434999224,0.6444330334663391,0.006782266702101738,0.9490471869452387,0.6500028491020202,0.002558781136532827,0.010762997157871722,0.9834389090538025,0.001003740948763473,0.9756320264604357,15000,0.9981689453125,0.004399792896947474,0.8947782993316651,0.00925052794448698
0.01972265001386404,0.00473375721476071,0.020521600171923636,0.005257259708186215,0.3800833225250244,0.004697820103531269,0.9717205543413411,0.8751925826072693,0.016918187604125397,0.9912109375,0.02457828952356067,-1,0.5815442562103271,0.003281995142673508,0.6349825859069824,0.004333446354936322,0.9713212094075999,0.6283398985862731,0.0029862489117778394,0.008480282872915268,0.9880956411361694,0.0014699034529541731,0.9821035226186117,16000,0.99755859375,0.0069426229470082035,0.9045026659965515,0.007910401580994568
0.017565485462546347,0.003881688379861297,0.021959710493683816,0.0041916561934435765,0.37107800841331484,0.0030362259234742754,0.9540709458751443,0.5454545617103577,0.04196405063520804,0.9862060546875,0.03965292597968073,-1,0.5924556374549865,0.0048561442348653665,0.6120298981666565,0.005853684667100011,0.953283815947693,0.6446727156639099,0.0021265984227066153,0.0133082234300673,0.9829138875007629,0.0005792870432526999,0.9745363239888791,17000,0.9959716796875,0.00916356805464602,0.9176739096641541,0.009313393430619328
0.006756833847612142,0.0023842072398768933,0.008000912982970476,0.0016426820614125846,0.4070764183998108,0.005919604580476207,0.9661672186786092,0.7488443851470947,0.0465306412265289,1.0,0.0009563651965436293,-1,0.6429492592811584,0.004600189766543051,0.6559607505798339,0.0037018726428298277,0.9650512089926293,0.6569765567779541,0.0035189057148068527,0.011516292858868838,0.9973977088928223,0.0006120988436140682,0.9951834705140855,18000,1.0,0.00014643592771790281,0.8850425243377685,0.00945272806637056
0.003344176267273724,0.0012774024648173304,0.004519773973152041,0.0008702800334334003,0.4397534728050232,0.004968433231291243,0.9629371763583892,0.6733435988426208,0.055961608020200344,1.0,0.00042856340814978466,-1,0.6782514452934265,0.0021526056820440247,0.6939222812652588,0.0017976374611733453,0.9616152834348869,0.6714717864990234,0.0012515555451096869,0.011459224671125413,0.9980254530906677,0.00024638628791688415,0.997306392369447,19000,1.0,0.0001579894687893102,0.869622778892517,0.004598503868899486
0.1946127951145172,0.016295899249698657,0.20566112995147706,0.005963674250870432,0.4756719768047333,0.0009069279682865697,0.019217071489019598,0.0015408321050927043,0.014385454831279322,1.0,0.00024189461828427739,0,0.9027221322059631,0.005538400849420271,0.9033270597457885,0.004700799148949644,0.01820640142557962,0.5053130149841308,0.0011227196168750262,0.012760372087359428,0.05600639134645462,0.004361805738572748,0.04549449313845899,20000,1.0,0.00010814099437084224,0.9399988532066346,0.005844218795024212
0.18140729665756225,0.012345318895031654,0.17683045268058778,0.007632990004340618,0.40073046684265134,0.002468867604579302,0.07139822704019984,0.004622496198862791,0.023450138513952036,1.0,0.00024189461828427739,1,0.8291730761528016,0.003557780661541769,0.846921193599701,0.003959967859192994,0.07112805708112498,0.4574901521205902,0.0031103956956662453,0.00821777107194066,0.079153111577034,0.008225771994974809,0.07842264597614607,20000,1.0,0.00010814099437084224,0.9664326786994935,0.0014768912893245788
0.13918849527835847,0.00835633706222369,0.12448781579732895,0.007769078117311122,0.3551903128623962,0.0022298859978767778,0.5536964112675566,0.446841299533844,0.02984455739715485,1.0,0.00024189461828427739,2,0.7774924397468567,0.004424142006389629,0.8040860533714295,0.0020324454383959674,0.5533237630315656,0.42713006138801574,0.001863109358601438,0.009587399382144212,0.23330479860305786,0.01164908033935644,0.5633852654033237,20000,1.0,0.00010814099437084224,0.9738971590995789,0.003365473030498771
0.0016321406117640435,0.0006268118185256582,0.0030017691198736427,0.0004093002146125651,0.4934543251991272,0.003073914836454938,0.9325310016365208,0.4406779706478119,0.093473800547931,1.0,0.00024189461828427739,3,0.6963077187538147,0.0019076734728165632,0.7164983153343201,0.0033127538152197037,0.9300655405745547,0.6773269414901734,0.0024250549945936976,0.011128231324255467,0.9981738090515136,8.841470689060756e-05,0.99663298924764,20000,1.0,0.00010814099437084224,0.8490098714828491,0.0056329651600608
0.0013011470669880509,0.00048207982693244944,0.002214232739061117,0.0003071078067584222,0.45572105050086975,0.0033267341313406285,0.9585809975985147,0.5670261979103088,0.057395024027563746,1.0,0.00024189461828427739,-1,0.6946641564369201,0.0026492317953673394,0.7160646080970764,0.0028051906645639156,0.9570955103109365,0.6794270277023315,0.0005848871248479771,0.01027221353724599,0.9982765555381775,7.571742601917588e-05,0.9972036670755458,20000,1.0,0.00010814099437084224,0.8373337864875794,0.004118159978574059
