best_heldout_accuracy,best_source,best_step,best_train_accuracy,causal_exit_code,checkpoint_analysis_exit_code,config,run_dir,sector_cca_exit_code,seed,train_decision,train_exit_code
0.9415426662617674,best_heldout_accuracy,2000,1.0,0,0,trimodal_qnn_codex/configs/seed_sweeps/phase1_three_sector_mod97_dirac_mean_seed9302.yaml,trimodal_qnn_codex/outputs/phase1_three_sector_dirac_mean_seed_sweep/seed_9302,0,9302,needs_training,0
0.9389614333434558,best_heldout_accuracy,2000,0.9996457669146298,0,0,trimodal_qnn_codex/configs/seed_sweeps/phase1_three_sector_mod97_dirac_mean_seed9303.yaml,trimodal_qnn_codex/outputs/phase1_three_sector_dirac_mean_seed_sweep/seed_9303,0,9303,needs_training,0
0.9101123595505618,best_heldout_accuracy,2000,1.0,0,0,trimodal_qnn_codex/configs/seed_sweeps/phase1_three_sector_mod97_dirac_mean_seed9304.yaml,trimodal_qnn_codex/outputs/phase1_three_sector_dirac_mean_seed_sweep/seed_9304,0,9304,needs_training,0
0.9142119647737625,best_heldout_accuracy,2000,1.0,0,0,trimodal_qnn_codex/configs/seed_sweeps/phase1_three_sector_mod97_dirac_mean_seed9305.yaml,trimodal_qnn_codex/outputs/phase1_three_sector_dirac_mean_seed_sweep/seed_9305,0,9305,needs_training,0
