accuracy_drop,baseline_accuracy,baseline_clean_logprob,baseline_margin,clean_accuracy,clean_logprob,clean_logprob_drop,clean_loss,clean_minus_corrupt_margin,corrupt_accuracy,corrupt_logprob,layer,layer_index,margin_drop,n,removed_component_power,source,target
0.09839052535681747,0.9125417552383844,-0.5068942364537169,0.0,0.814151229881567,-0.5971189719581546,0.09022473550443766,0.5971189765918592,0.0,0.814151229881567,-0.5971189719581546,layer_2,2,0.0,6586.0,0.3334773805342002,N,N
0.000607348921955686,0.9125417552383844,-0.5068942364537169,0.0,0.9119344063164287,-0.5068983627676131,4.126313896235523e-06,0.5068983650844654,0.0,0.9119344063164287,-0.5068983627676131,layer_2,2,0.0,6586.0,4.037824534886592e-06,N,T
0.0019738839963558963,0.9125417552383844,-0.5068942364537169,0.0,0.9105678712420285,-0.5089278651196074,0.002033628665890519,0.5089278581690506,0.0,0.9105678712420285,-0.5089278651196074,layer_2,2,0.0,6586.0,0.003929485639032896,T,I
0.00015183723048894926,0.9125417552383844,-0.5068942364537169,0.0,0.9123899180078955,-0.5068997899486126,5.553494895726985e-06,0.5068998038497262,0.0,0.9123899180078955,-0.5068997899486126,layer_2,2,0.0,6586.0,3.3944088058088586e-06,T,N
0.7894017613118737,0.9125417552383844,-0.5068942364537169,0.0,0.12313999392651077,-4.1334872415208395,3.6265930050671225,4.133487371264567,0.0,0.12313999392651077,-4.1334872415208395,layer_2,2,0.0,6586.0,0.36395140647019364,T,T
0.09474643182508347,0.9125417552383844,-0.5068942364537169,0.0,0.817795323413301,-0.5913579519707998,0.08446371551708287,0.5913579612382089,0.0,0.817795323413301,-0.5913579519707998,layer_3,3,0.0,6586.0,0.2894747004550965,I,I
-0.00015183723048894926,0.9125417552383844,-0.5068942364537169,0.0,0.9126935924688734,-0.5068850292827886,-9.207170928338115e-06,0.5068850269659363,0.0,0.9126935924688734,-0.5068850292827886,layer_3,3,0.0,6586.0,2.7239889997028486e-05,I,N
0.007136349832979061,0.9125417552383844,-0.5068942364537169,0.0,0.9054054054054054,-0.5143336375144126,0.007439401060695738,0.5143336490986741,0.0,0.9054054054054054,-0.5143336375144126,layer_3,3,0.0,6586.0,0.004599477685116867,I,T
0.0003036744609777875,0.9125417552383844,-0.5068942364537169,0.0,0.9122380807774066,-0.5068860208955609,-8.215558155999503e-06,0.5068860463809359,0.0,0.9122380807774066,-0.5068860208955609,layer_3,3,0.0,6586.0,2.8461041401267377e-05,N,I
0.07971454600668082,0.9125417552383844,-0.5068942364537169,0.0,0.8328272092317036,-0.5680923925284517,0.06119815607473478,0.5680923925284517,0.0,0.8328272092317036,-0.5680923925284517,layer_3,3,0.0,6586.0,0.33346334735998945,N,N
0.0007591861524445243,0.9125417552383844,-0.5068942364537169,0.0,0.9117825690859399,-0.5068816791144034,-1.2557339313490345e-05,0.5068816883818125,0.0,0.9117825690859399,-0.5068816791144034,layer_3,3,0.0,6586.0,3.4017809359834723e-05,N,T
0.002429395687822633,0.9125417552383844,-0.5068942364537169,0.0,0.9101123595505618,-0.5081172100939434,0.001222973640226499,0.5081172100939434,0.0,0.9101123595505618,-0.5081172100939434,layer_3,3,0.0,6586.0,0.005826283290398508,T,I
0.0009110233829334735,0.9125417552383844,-0.5068942364537169,0.0,0.911630731855451,-0.5068996439869194,5.407533202550496e-06,0.5068996231352491,0.0,0.911630731855451,-0.5068996439869194,layer_3,3,0.0,6586.0,3.5266549463080955e-05,T,N
0.4875493470999089,0.9125417552383844,-0.5068942364537169,0.0,0.42499240813847555,-1.5874843139833785,1.0805900775296617,1.587484360320424,0.0,0.42499240813847555,-1.5874843139833785,layer_3,3,0.0,6586.0,0.3665111389994223,T,T
0.03310051624658361,0.9125417552383844,-0.5068942364537169,0.0,0.8794412389918008,-0.5283892666573152,0.02149503020359833,0.5283892597067584,0.0,0.8794412389918008,-0.5283892666573152,layer_4,4,0.0,6586.0,0.2873864288283741,I,I
-0.0003036744609778985,0.9125417552383844,-0.5068942364537169,0.0,0.9128454296993623,-0.5069121619397443,1.7925486027414728e-05,0.5069121619397443,0.0,0.9128454296993623,-0.5069121619397443,layer_4,4,0.0,6586.0,8.478148077039634e-05,I,N
0.0025812329183115823,0.9125417552383844,-0.5068942364537169,0.0,0.9099605223200729,-0.5081818456386238,0.0012876091849068905,0.5081818410049193,0.0,0.9099605223200729,-0.5081818456386238,layer_4,4,0.0,6586.0,0.0019325136396249956,I,T
0.0,0.9125417552383844,-0.5068942364537169,0.0,0.9125417552383844,-0.5068742489691676,-1.998748454934418e-05,0.5068742258006448,0.0,0.9125417552383844,-0.5068742489691676,layer_4,4,0.0,6586.0,9.70680159147554e-05,N,I
0.047069541451563945,0.9125417552383844,-0.5068942364537169,0.0,0.8654722137868205,-0.5377681464581296,0.030873910004412752,0.5377681557255388,0.0,0.8654722137868205,-0.5377681464581296,layer_4,4,0.0,6586.0,0.3334187549043129,N,N
0.0,0.9125417552383844,-0.5068942364537169,0.0,0.9125417552383844,-0.5068937267462171,-5.097074997628681e-07,0.5068937221125126,0.0,0.9125417552383844,-0.5068937267462171,layer_4,4,0.0,6586.0,1.0073586145623491e-05,N,T
0.0009110233829334735,0.9125417552383844,-0.5068942364537169,0.0,0.911630731855451,-0.5071755370723053,0.0002813006185884426,0.5071755208543395,0.0,0.911630731855451,-0.5071755370723053,layer_4,4,0.0,6586.0,0.002518637416357694,T,I
-0.00015183723048894926,0.9125417552383844,-0.5068942364537169,0.0,0.9126935924688734,-0.5069045163272472,1.0279873530305572e-05,0.5069045070598381,0.0,0.9126935924688734,-0.5069045163272472,layer_4,4,0.0,6586.0,1.0666170607457e-05,T,N
0.11676283024597633,0.9125417552383844,-0.5068942364537169,0.0,0.7957789249924081,-0.7499200361606889,0.24302579970697202,0.7499200407943934,0.0,0.7957789249924081,-0.7499200361606889,layer_4,4,0.0,6586.0,0.3745411682592277,T,T
